dataset,model,n_estimators,max_depth,random_seed,auc,brier,brier_scaled,hosmer_lemshow,speigelhalter,reliability_small,reliability_large
breast_cancer,CF-Iso,30,3,0,0.9798591549295774,0.03715550750923005,0.8469768739327611,0.0,0.018335256236801507,0.0012471581611547009,3.0542128912985254e-05
breast_cancer,CF-Logit,30,3,0,0.9866197183098592,0.034167388115452654,0.8592832963543731,1.6653345369377348e-15,0.0010804836684981571,0.0008108950038709431,9.060002432575561e-05
breast_cancer,RC-Iso,30,3,0,0.9756338028169015,0.03260138412136729,0.8657328066066337,0.0,0.015329839055549325,0.002098457440611423,2.3806831256705988e-05
breast_cancer,RC-Logit,30,3,0,0.9816197183098592,0.037303781888267426,0.8463662132119961,0.1562809140505983,0.8867003917897155,0.0013690170517585275,0.0006123816334319384
breast_cancer,RF-NoCal,30,3,0,0.9828169014084507,0.03496054789966551,0.8560167068825184,0.424384748374516,0.1640492175070707,0.003744394627767314,3.601223758521381e-05
breast_cancer,CF-Iso,30,5,0,0.9808450704225353,0.028361748795663652,0.8831935356994365,0.7314639869417976,0.8904655586166954,0.001195908261812207,3.683633135148163e-05
breast_cancer,CF-Logit,30,5,0,0.9893661971830986,0.037146205912009345,0.8470151821023852,7.805133872551551e-08,0.00016816693675851402,0.00318232515699772,0.00011133297426877809
breast_cancer,RC-Iso,30,5,0,0.967112676056338,0.043903313983077605,0.8191863656085673,0.0,5.754604475990043e-29,0.003946541373139386,0.0002532575687689489
breast_cancer,RC-Logit,30,5,0,0.9865492957746478,0.034274477169709106,0.8588422553634558,0.05164660396021037,0.1111033341969142,0.002204815481467892,4.9805049664123666e-05
breast_cancer,RF-NoCal,30,5,0,0.977112676056338,0.035062618273978316,0.8555963350775493,0.0,0.7540153285435877,0.003381311440744189,2.029816658554798e-07
breast_cancer,CF-Iso,30,7,0,0.9704225352112676,0.032848583886977076,0.8647147265578737,0.0,0.11300968506370583,0.0009330652694740765,2.8653337041616636e-06
breast_cancer,CF-Logit,30,7,0,0.9840845070422535,0.028893845976202027,0.8810021196915319,0.08518696599686759,0.4429925802698971,0.0007004807702486988,8.50201335820115e-05
breast_cancer,RC-Iso,30,7,0,0.9795774647887323,0.03890056097907541,0.8397899572409656,0.0,0.09678417042475207,0.006419182899875639,0.0002975528927258315
breast_cancer,RC-Logit,30,7,0,0.986549295774648,0.029312313270787985,0.8792786827674491,0.9009546182886795,0.4682638553566548,0.000492147538123775,2.575468399442393e-07
breast_cancer,RF-NoCal,30,7,0,0.9778873239436618,0.034151913264012325,0.8593470287671853,2.345880692811164e-06,0.7446095267223198,0.003549562680561162,5.898451044043488e-06
breast_cancer,CF-Iso,100,3,0,0.9795774647887324,0.03427054981299869,0.8588584299884656,0.0,0.36792390056175084,0.0006060384401410298,5.859364795209959e-06
breast_cancer,CF-Logit,100,3,0,0.9845774647887323,0.034018776847299814,0.859895344536353,0.0,1.2051792437812826e-05,0.0013188316164246465,1.2165606538672994e-05
breast_cancer,RC-Iso,100,3,0,0.9754225352112676,0.03633989109752303,0.8503359499179337,0.0,1.2815084428235223e-08,0.0024176794509677842,2.8900219651273418e-05
breast_cancer,RC-Logit,100,3,0,0.9880281690140845,0.03408975479209664,0.8596030253696201,0.6979476274886229,0.4464471810238537,0.0005807772882041591,8.2311177438767e-06
breast_cancer,RF-NoCal,100,3,0,0.986056338028169,0.03503113041340965,0.855726016279083,0.1393842185732146,0.1319372661868889,0.005179572636611714,5.778964723377695e-05
breast_cancer,CF-Iso,100,5,0,0.9811267605633802,0.031234330737804714,0.8713629485768806,0.02935365800178502,0.043984617540374076,0.001772169295023597,6.085306614071769e-07
breast_cancer,CF-Logit,100,5,0,0.9904225352112677,0.03534008610910614,0.8544535974765672,0.0,3.0631564941618517e-10,0.004000420072169245,3.27962210913884e-06
breast_cancer,RC-Iso,100,5,0,0.9775352112676056,0.0429943093909749,0.8229300562110567,0.0,0.3051086305021069,0.002479246805420064,0.00043145729114791155
breast_cancer,RC-Logit,100,5,0,0.9890140845070422,0.028695345773617556,0.8818196329906548,1.7321429753858197e-05,0.10446161506954535,0.0010230098396967083,1.630794690910128e-05
breast_cancer,RF-NoCal,100,5,0,0.99,0.03056768934686168,0.8741084782828757,0.7863980394694383,0.41067976789314853,0.002126146495279026,1.0175321344452604e-05
breast_cancer,CF-Iso,100,7,0,0.986056338028169,0.030312013641916994,0.8751614660699585,0.0,0.09305981670582267,0.0017563542424710692,1.5745882299839897e-05
breast_cancer,CF-Logit,100,7,0,0.9874647887323944,0.03441962331519953,0.8582444781183451,0.0,6.723607082156314e-14,0.0022231201201093854,6.048542909669675e-05
breast_cancer,RC-Iso,100,7,0,0.9697887323943662,0.04264350878256102,0.8243748112238216,0.0,1.1532615110643773e-92,0.0013083520867552521,1.8050449402350927e-07
breast_cancer,RC-Logit,100,7,0,0.9841549295774648,0.030583529319733044,0.8740432421354487,1.1679546219056647e-13,0.07832069298096796,0.00088097328824546,0.00013459847904682964
breast_cancer,RF-NoCal,100,7,0,0.986056338028169,0.03310886408607914,0.8636427753885859,1.9643919824119394e-09,0.5322330920688803,0.002595226600891713,3.6244726746708517e-06
breast_cancer,CF-Iso,200,3,0,0.9749999999999999,0.03645020414576623,0.8498816310667112,0.0,0.011433266621971966,0.000978369589847271,4.084282322003763e-06
breast_cancer,CF-Logit,200,3,0,0.9845070422535211,0.035706014957919,0.8529465375514775,2.5682467263976605e-10,3.8780511649122184e-05,0.0014835169359853188,5.016361854394476e-08
breast_cancer,RC-Iso,200,3,0,0.9690140845070423,0.04131256827693795,0.829856224086487,0.0,3.948119369739511e-05,0.002364322284880354,6.373469442841462e-05
breast_cancer,RC-Logit,200,3,0,0.9852112676056338,0.030660901994601402,0.8737245865881493,0.47195123886411905,0.8358264544638929,0.000986779258661252,2.675195456392091e-05
breast_cancer,RF-NoCal,200,3,0,0.9861971830985915,0.0340864534616714,0.8596166217362348,0.5948220996720455,0.12241886106699655,0.0036250296175051613,1.634499857985866e-05
breast_cancer,CF-Iso,200,5,0,0.9858450704225352,0.031893192013097975,0.8686494608936622,0.0,0.02250972947651896,0.0014590886115589637,8.133865614436304e-05
breast_cancer,CF-Logit,200,5,0,0.9863380281690141,0.03239911366871151,0.8665658474948179,0.0,1.3762105498126373e-08,0.0018473558430396973,4.5321302318052635e-06
breast_cancer,RC-Iso,200,5,0,0.9773239436619718,0.036769570972093685,0.8485663345359167,0.0,0.00025142046823071004,0.005266574526656196,0.0002251110316600128
breast_cancer,RC-Logit,200,5,0,0.9888732394366198,0.03131470803127416,0.8710319186559876,0.0023283387510514286,0.01765321117757861,0.002275674216999129,1.5465106810539354e-05
breast_cancer,RF-NoCal,200,5,0,0.9849295774647887,0.031338546893467586,0.8709337394771992,0.13442098293585814,0.4062666768958533,0.002702846407518471,1.699878031602534e-06
breast_cancer,CF-Iso,200,7,0,0.9816197183098592,0.027180005422998227,0.888060487524804,0.0,0.10677984676395523,0.001885134691792862,2.4560671666314747e-06
breast_cancer,CF-Logit,200,7,0,0.9829577464788732,0.03346049751101545,0.8621945904620278,0.0,6.041740840613149e-12,0.002091843357297076,4.066741954268597e-05
breast_cancer,RC-Iso,200,7,0,0.9690845070422536,0.03988625722956621,0.8357304158239796,0.0,2.637064368849149e-18,0.0016553412378613862,0.00029649150398053435
breast_cancer,RC-Logit,200,7,0,0.9852816901408451,0.045046780368008583,0.8144770556702903,0.0,6.408681249277074e-18,0.006214176441655718,0.00046320412339809566
breast_cancer,RF-NoCal,200,7,0,0.9835211267605634,0.03102918843856551,0.8722078170236487,0.0047559184552473655,0.5265113856921346,0.002855678938743549,9.634273765595394e-09
breast_cancer,CF-Iso,30,3,1,0.9769162474104764,0.05148166557196131,0.7772454301583722,0.4857076290193423,0.34617922838234394,0.002555452084198898,5.779727194226977e-06
breast_cancer,CF-Logit,30,3,1,0.9786919206865936,0.04959491024555755,0.7854091786785515,0.0618086753050231,0.008482612072150016,0.002279386196862885,7.06847017299234e-05
breast_cancer,RC-Iso,30,3,1,0.9396271086120154,0.05847880245879242,0.7469697154931121,0.0,5.7678829550977165e-117,0.005764126913484357,4.3250619306659646e-05
breast_cancer,RC-Logit,30,3,1,0.9735128736312517,0.05730067005238245,0.7520673434445524,0.8264587122102445,0.08142263375663875,0.0008898935811159521,1.6161792772572896e-05
breast_cancer,RF-NoCal,30,3,1,0.9801716484166914,0.053112056980884184,0.7701909354575267,0.8828139742643044,0.48110472892804357,0.0010022073055944787,5.7838273389777685e-05
breast_cancer,CF-Iso,30,5,1,0.9784699615270791,0.05308594985900466,0.7703038976284173,0.0,0.3621314378518482,0.006172255648535015,2.7354849173989836e-05
breast_cancer,CF-Logit,30,5,1,0.9813554306007695,0.04491167270976067,0.8056729473651802,0.0024443550120749613,0.0039953200700114985,0.0037084592458317043,8.476145439267641e-05
breast_cancer,RC-Iso,30,5,1,0.9653003847292099,0.04620346379637014,0.8000835328692425,0.0,3.2117983898906746e-14,0.0019692480870393096,2.005262802301269e-05
breast_cancer,RC-Logit,30,5,1,0.9844628588339746,0.05147888474089636,0.7772574624580423,0.11756005286349147,7.409811627004e-06,0.0008517743969426126,0.0001726714543229227
breast_cancer,RF-NoCal,30,5,1,0.9843148860609648,0.04260013141412942,0.8156746903402547,0.46446420790537735,0.2875900992210946,0.0018357365205349404,0.00019641360550554768
breast_cancer,CF-Iso,30,7,1,0.974104764723291,0.04652441208165517,0.7986948307665465,0.6519334853783816,0.526637675811837,0.0015105521031702274,0.0003031759816980816
breast_cancer,CF-Logit,30,7,1,0.9865344776561112,0.05578821950970867,0.7586115231306021,1.776813154974466e-05,0.0016740933318304847,0.009477476005181939,0.0011038248324122721
breast_cancer,RC-Iso,30,7,1,0.9803196211897011,0.04484763866941345,0.8059500144521576,0.0,0.005860883346313845,0.001955339820936733,0.0003934828946004832
breast_cancer,RC-Logit,30,7,1,0.9886800828647528,0.03788384406923289,0.8360814613157089,0.6522091560183751,0.9180391143207961,0.0009067035624439435,0.00014027959742103364
breast_cancer,RF-NoCal,30,7,1,0.9828351583308671,0.0477812473532293,0.7932566656028739,0.9838532085575288,0.3168119242482106,0.0015068768001715448,0.00025514792555712666
breast_cancer,CF-Iso,100,3,1,0.9707013909440663,0.0514603942966553,0.7773374682408261,0.0,0.045123896757962835,0.0025759071898878256,0.0001015045273210755
breast_cancer,CF-Logit,100,3,1,0.982243267238828,0.046149881318785425,0.8003153773834559,0.07319776661679789,0.15319197122953815,0.002989028073322081,0.00013405726425922172
breast_cancer,RC-Iso,100,3,1,0.9728469961527079,0.049396718930610393,0.7862667271012166,0.0,0.0008947670048611679,0.0013040948561596848,0.00031598157831727917
breast_cancer,RC-Logit,100,3,1,0.9865344776561112,0.04416978835059441,0.8088829859189507,0.07811073359025178,0.012591948865238678,0.0018874706734114302,5.429289095643529e-08
breast_cancer,RF-NoCal,100,3,1,0.9834270494229062,0.04542912144296084,0.8034340130047917,0.7717136462700679,0.11795267919555114,0.002062778694225515,9.046250718681737e-05
breast_cancer,CF-Iso,100,5,1,0.9844628588339746,0.039389727519067684,0.8295656965988372,0.8331569963879726,0.5629622137763888,0.00103957936947353,2.8735535351616724e-05
breast_cancer,CF-Logit,100,5,1,0.9846108316069843,0.05025594963815986,0.7825489459352719,0.00014393210251062438,0.0024456758780764198,0.0075788388269676325,0.0005339284336988532
breast_cancer,RC-Iso,100,5,1,0.9788398934596034,0.04818791917452432,0.7914970487448556,0.0,0.4274708579656893,0.002002122995669129,0.00010517888029386177
breast_cancer,RC-Logit,100,5,1,0.9817253625332939,0.046792683510867454,0.797534054669832,0.7546874626697666,0.2131500583145628,0.0005865276259747493,5.1972031439357685e-05
breast_cancer,RF-NoCal,100,5,1,0.9832790766498964,0.04559363877839904,0.8027221675763294,0.765677419163849,0.2656437339036649,0.0015472385099986692,5.5184805761251306e-05
breast_cancer,CF-Iso,100,7,1,0.9782480023675644,0.043494752602846826,0.8118037790973892,0.0,0.20481894446255666,0.0018222657681512787,0.00010866981958217024
breast_cancer,CF-Logit,100,7,1,0.9837229949689257,0.0499751505497662,0.7837639276079146,1.0987018214114741e-05,0.016908529277362368,0.008054721576297887,0.0013409364502004156
breast_cancer,RC-Iso,100,7,1,0.9112903225806451,0.06808715535928041,0.7053956037495237,0.0,2.1073567530991938e-14,0.011942009275306448,0.004047953130816488
breast_cancer,RC-Logit,100,7,1,0.9856466410180528,0.04263960637876705,0.8155038872267643,0.694072039544097,0.7640301950101412,0.0020102695045673123,0.0003120734788112394
breast_cancer,RF-NoCal,100,7,1,0.9893459603432968,0.03922353555159893,0.830284787945501,0.9881311194103677,0.12162078285028334,0.0009732744791754594,4.777329232081359e-05
breast_cancer,CF-Iso,200,3,1,0.9788398934596034,0.049173716452164236,0.7872316302489295,0.5933068632722553,0.4823306887403601,0.001515314923934025,0.0001286784368211339
breast_cancer,CF-Logit,200,3,1,0.9843148860609647,0.04816848814997684,0.7915811242980952,0.013896780338272352,0.04704339891493205,0.002109921072515843,6.167133527993225e-05
breast_cancer,RC-Iso,200,3,1,0.9755105060668836,0.0415886991327629,0.8200510282123232,0.0,0.022884244139863293,0.0019435324003533403,6.445131368104723e-05
breast_cancer,RC-Logit,200,3,1,0.9831311038768866,0.05722973084764714,0.7523742882929787,0.043752718957348447,0.019265026819079316,0.004093711511822596,8.268758497693335e-06
breast_cancer,RF-NoCal,200,3,1,0.9850547499260137,0.045946928648198465,0.8011935275818332,0.8922730197340873,0.13987965929873075,0.001589978281329139,6.326659890915633e-05
breast_cancer,CF-Iso,200,5,1,0.9796537437111571,0.04238184408729867,0.8166191916311483,0.17604492063159494,0.5145364402122186,0.0024889801997033762,5.0272311256965136e-06
breast_cancer,CF-Logit,200,5,1,0.9877182598401893,0.04447504164578233,0.8075621940271795,0.009514383248033331,0.2689821086411901,0.006151268856837552,0.0008300192378572144
breast_cancer,RC-Iso,200,5,1,0.9770642201834863,0.04947328092717142,0.7859354531530898,0.0,0.0007100764530321109,0.006285555090240397,9.182246264433644e-05
breast_cancer,RC-Logit,200,5,1,0.9844628588339746,0.044931874414511117,0.8055855371774608,0.6272276778982722,0.5766434609042701,0.0014002058426339074,0.00036970168947887694
breast_cancer,RF-NoCal,200,5,1,0.9865344776561112,0.04257283105649939,0.8157928154893314,0.9848402590015009,0.2436645971789141,0.0007165660868696715,4.234537686335811e-05
breast_cancer,CF-Iso,200,7,1,0.9806155667357205,0.03645135233267769,0.8422796694939585,0.6867965707849653,0.9850726646532443,0.0009934654820516545,3.235641583150834e-07
breast_cancer,CF-Logit,200,7,1,0.9869783959751406,0.05231814140719337,0.7736261064090351,6.589547709623389e-05,0.30243343670463896,0.013201939762649084,0.00293626719709401
breast_cancer,RC-Iso,200,7,1,0.9862385321100917,0.03372050341833196,0.8540957028032784,0.0,0.050142137091741895,0.003623705781215241,0.0004493596749439925
breast_cancer,RC-Logit,200,7,1,0.9800236756436816,0.05103669002578597,0.7791707823255389,0.021921002958029123,0.0848307936025334,0.0021089278092692905,2.3500010355142527e-05
breast_cancer,RF-NoCal,200,7,1,0.9859425865640722,0.04101948833526438,0.822513930391911,0.7815357853448278,0.1706251752023369,0.001270974691573916,4.093489481136018e-05
breast_cancer,CF-Iso,30,3,2,0.991290691033695,0.03891158210120014,0.8375480336634504,0.8534256919329427,0.1043482617421196,0.0032209386141283957,5.938626334805929e-05
breast_cancer,CF-Logit,30,3,2,0.9905768132495716,0.051941775752992324,0.783148277442426,0.03057478100262412,0.8260910807284427,0.013452572522213274,0.004903332637451157
breast_cancer,RC-Iso,30,3,2,0.9758709308966305,0.04171413895024084,0.8258476389143358,0.0,0.2968568847104065,0.004760501603625227,0.0022042444862645683
breast_cancer,RC-Logit,30,3,2,0.9837235865219874,0.042825707042254975,0.821206953223504,0.6553999745153418,0.890243375612338,0.0016092692401933994,1.7667660131694674e-05
breast_cancer,RF-NoCal,30,3,2,0.9898629354654483,0.04267731230146167,0.8218264864353169,0.5979548115358062,0.016621975141010083,0.004512355909839811,0.00012205504130295361
breast_cancer,CF-Iso,30,5,2,0.9820102798400914,0.044072557681505864,0.8160014764184875,0.9291269870223834,0.2384886730384449,0.0013449280378531154,0.0004625518548506471
breast_cancer,CF-Logit,30,5,2,0.9907195888063963,0.050609054846037754,0.7887122540329826,1.077409117478112e-08,0.07207818581990807,0.014139808037365073,0.003511412766316549
breast_cancer,RC-Iso,30,5,2,0.9675185608223872,0.047594471195229214,0.8012978394889068,0.0,3.693475265984858e-09,0.003855273700393519,0.0010344181796504274
breast_cancer,RC-Logit,30,5,2,0.9912906910336949,0.040429306699479015,0.8312116851514184,0.6552141577452446,0.3588784055957889,0.0034870077578676396,8.870610520964104e-05
breast_cancer,RF-NoCal,30,5,2,0.9934323243860651,0.03468846097294383,0.8551791423029911,0.763400132729384,0.03808831169171122,0.0030548627781860327,5.17145634898005e-06
breast_cancer,CF-Iso,30,7,2,0.991719017704169,0.034758945585770945,0.8548848760888738,0.8973085171323466,0.2650454598475278,0.0025950483245309863,8.058800233818246e-05
breast_cancer,CF-Logit,30,7,2,0.9932895488292405,0.04843778560668079,0.7977770861043756,1.0117347459814852e-06,0.022265722540603824,0.016413235437361097,0.003271632424505441
breast_cancer,RC-Iso,30,7,2,0.9844374643061109,0.04626906891666847,0.806831261537364,0.0,0.3493013987987492,0.0014793690799728928,0.00010186938747936375
breast_cancer,RC-Logit,30,7,2,0.9897201599086237,0.03653785889313463,0.847458090820367,0.7621177926358551,0.3740699742761673,0.0015703168636499085,0.00028823489550464803
breast_cancer,RF-NoCal,30,7,2,0.9954311821816105,0.030835848834064865,0.8712634129416204,0.7323235708431954,0.008917212529650697,0.0037799232234990063,2.5615396894982572e-05
breast_cancer,CF-Iso,100,3,2,0.9898629354654482,0.037649842287263244,0.8428156712847138,0.9813386898715168,0.312314192547402,0.0010282498335589122,0.0001693288719187884
breast_cancer,CF-Logit,100,3,2,0.9910051399200457,0.037321118000075135,0.8441880623300689,0.8582711763450116,0.5194866265932749,0.0017307702152039642,0.0004329021331450861
breast_cancer,RC-Iso,100,3,2,0.9880782410051399,0.03192280371592561,0.8667254849432637,0.9169945996061872,0.6686010199173418,0.0010165381211546165,6.417092368997428e-05
